,No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
29340,26673.0, JAWA TIMUR , JOMBANG , SUMOBITO , SUMOBITO , Jl. Raya Sumobito Peterongan Dsn. Klampisan Ds. Segodorejo RT 01 RW 01 No. 03 Kec. Sumobito Kab. Jombang 61483 Jawa Timur , SPPG Jombang Sumobito Sumobito 
29341,26674.0, JAWA TENGAH , BREBES , BREBES , KEDUNGUTER ," Desa Kedunguter Rt 01 Rw 03 Kecamatan Brebes, Kabupaten Brebes, Jawa Tengah ", SPPG Brebes Brebes Kedunguter 
29342,26675.0, JAWA BARAT , CIANJUR , CIDAUN , CIDAMAR , Kp. Cipakis RT 04 RW 09 Desa Cidamar Cidaun Kecamatan Cidaun Kabupaten Cianjur Jawa Barat , SPPG Cianjur Cidaun Cidamar 
29343,26676.0, NUSA TENGGARA TIMUR , ALOR , TELUK MUTIARA , KALABAHI TIMUR ," Jl.Sriwijaya,  RT.004/RW.002. Kelurahan Kalabahi Timur. Kecamatan Teluk Mutiara,Kab.Alor-NTT ", SPPG Alor Teluk Mutiara Kalabahi Timur 2 
29344,26677.0, JAWA TENGAH , PATI , SUKOLILO , WEGIL ," Jl. Sunan Prawoto Km. 7, Desa Wegil Rt 01 Rw 01 Kec. Sukolilo Kab. Pati, Jawa Tengah ", SPPG Pati Sukolilo Wegil 
29345,26678.0, JAWA BARAT , TASIKMALAYA , SALAWU , KARANGMUKTI , Jl. Raya Karangmukti (Salawu-Garut) Kp. Papayan RT 015 RW 003 , SPPG Tasikmalaya Salawu Karangmukti 2 
29346,26679.0, KEPULAUAN BANGKA BELITUNG , KOTA PANGKAL PINANG , RANGKUI , MELINTANG ," Jl. Depati Amir No 1 Rt 01 Rw 08, Kel. Melintang, Kec. Rangkui, Kota Pangkal Pinang, Kepulauan Bangka Belitung ", SPPG Kota Pangkal Pinang Rangkui Melintang  
29347,26680.0, JAWA BARAT , BANDUNG , CIPARAY , CIKONENG ," Jl. Raya Pacet, Desa Cikoneng, Kec. Ciparay, Kab. Bandung, Jawa Barat ", SPPG Bandung Ciparay Cikoneng 2 
29349,26681.0, BANTEN , SERANG , BAROS , SUKAMANAH ," Jl. Raya Serang Pandeglang, Desa Sukamanah, Kec. Baros, Kab. Serang, Banten ", SPPG Serang Baros Sukamanah 2 
29350,26682.0, JAWA TIMUR , KOTA SURABAYA , TEGALSARI , KEPUTRAN ," Jl. Sriwijaya No. 15, Keputran, Kec. Tegalsari, Kota Surabaya, Jawa Timur ", SPPG Kota Surabaya Tegalsari Keputran 2 
29351,26683.0, JAWA TENGAH , BOYOLALI , AMPEL , URUTSEWU ," Desa Urut Sewu Kecamatan Ampel Kabupaten Boyolali, Jawa Tengah ", SPPG Boyolali Ampel Urutsewu 
29352,26684.0, JAWA TENGAH , BANYUMAS , SUMBANG , KEBANGGAN ," Jl. Limpkuwus Rt 006 Rw 003, Desa Kebanggan, Keecamatan Sumbang, Kabupaten Banyumas, Jawa Tengah ", SPPG Banyumas Sumbang Kebanggan 2 
29353,26685.0, DAERAH ISTIMEWA YOGYAKARTA , SLEMAN , PRAMBANAN , BOKOHARJO ," Klurak Baru, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta ", SPPG Sleman Prambanan Bokoharjo 2 
29354,26686.0, SULAWESI SELATAN , MAROS , TANRALILI , BORONG ," Jl. Poros Garuda Amm`Arang Kecamatan Mandai Kabupaten Maros, Borong, Tanralili, Kabupaten Maros, Sulawesi Selatan ", SPPG Maros Tanralili Borong 
29355,26687.0, JAWA TIMUR , TUBAN , KENDURUAN , SIDOHASRI ," Jl. Blora No.01, Tanjungrejo, Sidohasri, Kecamatan Kenduruan, Kabupaten Tuban, Jawa Timur ", SPPG Tuban Kenduruan Sidohasri 
29356,26688.0, SULAWESI SELATAN , PINRANG , PALETEANG , MACINNAE ," Jl. Poros Pinrang-Polman, Palia, Macinnae, Paleteang, Kab. Pinrang, Sulawesi Selatan ", SPPG Pinrang Paleteang Macinnae 
29357,26689.0, SULAWESI TENGGARA , BOMBANA , KABAENA BARAT , BALIARA ," BALIARA , BALIARA, KABAENA BARAT, KAB. BOMBANA, SULAWESI TENGGARA ", SPPG Bombana Kabaena Barat Baliara 
29358,26690.0, JAWA TIMUR , MALANG , TUMPANG , SLAMET ," Dusun Wringin Anom Rt.29 Rw 10. Desa Slamet, Kec. Tumpang, Kab. Malang, Jawa Timur ", SPPG Malang Tumpang Slamet 
29360,26691.0, GORONTALO , GORONTALO , LIMBOTO , HEPUHULAWA ," Jl. Achmad A. Wahab No. 1, Hepuhulawa, Kec. Limboto, Kab. Gorontalo, Gorontalo ", SPPG Gorontalo Limboto Hepuhulawa 2 
29361,26692.0, SUMATERA SELATAN , BANYUASIN , TALANG KELAPA , AIR BATU ," Jl. Suka Makmur No.5, Desa Air Batu, Desa/Kelurahan Air Batu, Kec. Talang Kelapa, Kab. Banyuasin, Sumatera Selatan ", SPPG Banyuasin Talang Kelapa Air Batu 2 
29362,26693.0, SULAWESI SELATAN , BULUKUMBA , UJUNG BULU , KALUMEME ," Jl. Dato Tiro Ela-ela, Kelurahan Kalumeme, Kecamatan Ujung Bulu, Kabupaten Bulukumba ", SPPG Bulukumba Ujung Bulu Kalumeme 
29363,26694.0, JAWA BARAT , MAJALENGKA , JATITUJUH , RANDEGAN KULON ," Blok Pahing, Randegan Kulon, Kecamatan Jatitujuh, Kabupaten Majalengka, Jawa Barat ", SPPG Majalengka Jatitujuh Randegan Kulon 
29364,26695.0, ACEH , ACEH BARAT , MEUREUBO , RANTO PANYANG TIMUR ," Jl. Keuramat Utu, Ranto Panyang Timur, Meureubo, Kab. Aceh Barat, Aceh ", SPPG Aceh Barat Meureubo Ranto Panyang Timur 
29365,26696.0, LAMPUNG , LAMPUNG SELATAN , WAY SULAN , PAMULIHAN ," Desa Talang Way Sulan Kec. Way Sulan, Kab. Lampung Selatan, Lampung ", SPPG Lampung Selatan Way Sulan Pamulihan 
29366,26697.0, RIAU , SIAK , KOTO GASIB , PANGKALAN PISANG ," Jl. Bakti Praja Km 4, Pangkalan Pisang, Kecamatan Koto Gasib, Kabupaten Siak, Riau ", SPPG Siak Koto Gasib Pangkalan Pisang 
29367,26698.0, LAMPUNG , KOTA METRO , METRO SELATAN , MARGODADI ," Jl. Jati V, Rt 003/ rw 001, Kel. Margodadi, Kec. Metro Selatan, Kota Metro, Lampung ", SPPG Kota Metro Metro Selatan Margodadi 1 
29368,26699.0, JAWA TIMUR , SAMPANG , KETAPANG , BIRA BARAT ," Blumbang, Bira Barat, Kecamatan Ketapang, Kabupaten Sampang, Jawa Timur ", SPPG Sampang Ketapang Bira Barat 
29369,26700.0, JAWA TENGAH , CILACAP , CILACAP SELATAN , TEGALKAMULYAN ," Jl. Kalimantan Perum Taman Gading Blok Utama No. 16 Rt. 05 Rw. 09, Tegalkamulyan, Kec. Cilacap Selatan, Kab. Cilacap, Jawa Tengah ", SPPG Cilacap Cilacap Selatan Tegalkamulyan 
29371,26701.0, DKI JAKARTA , KOTA ADM. JAKARTA UTARA , CILINCING , SEMPER TIMUR ," Jl. Kebantenan III No.13, Rt. 8 Rw. 7, Semper Timur, Kec. Cilincing, Kota Adm. Jakarta Utara, Dki Jakarta. ", SPPG Jakut Cilincing Semper Timur 5 
29372,26702.0, BANTEN , SERANG , CIOMAS , PONDOK KAHURU ," Kampung Babakan RT10/RW05 Desa Pondok Kahuru, Kecamatan Ciomas, Kabupaten Serang, Banten ", SPPG Serang Ciomas Pondok Kahuru 2 
29373,26703.0, RIAU ,  ROKAN HULU , KABUN , GITI ," Desa aliantan, Kecamatan Kabun, Kabupaten Rokan Hulu, Riau ", SPPG  Rokan Hulu Kabun Giti 
29374,26704.0, JAWA TIMUR , SAMPANG , ROBATAL , LEPELLE ," Jl. Raya Lepelle, Lepelle, Kec. Robatal, Kab. Sampang, Jawa Timur ", SPPG Sampang Robatal Lepelle 
29375,26705.0, JAWA TIMUR , BLITAR , WONOTIRTO , WONOTIRTO ," Jl. Raya Desa Wonotirto, Dusun Banjarsari, Desa Wonotirto, Kec. Wonotirto, Kab. Blitar, Jawa Timur ", SPPG Blitar Wonotirto Wonotirto 
29376,26706.0, SUMATERA UTARA , KOTA MEDAN , MEDAN PERJUANGAN , TEGALREJO ," Tegalrejo, Kecamatan Medan Perjuangan, Kota Medan, Sumatera Utara ", SPPG Kota Medan Medan Perjuangan Tegalrejo 3 
29377,26707.0, BANTEN , LEBAK , LEUWIDAMAR , CISIMEUT ," Kp. Babalan Rt. 004 Rw. 004, Des. Cisimeut Kec. Leuwidamar, Kab. Lebak, Banten ", SPPG Lebak Leuwidamar Cisimeut 1 
29378,26708.0, JAWA TENGAH , PEKALONGAN , SRAGI , SUMUBKIDUL ," Jl. Raya Sragi Ponolawen, Sumubkidul, Kec. Sragi, Kab. Pekalongan, Jawa Tengah ", SPPG Pekalongan Sragi Sumubkidul 
29379,26709.0, JAWA BARAT , BOGOR , CISEENG , PUTAT NUTUG ," Jl. Haji Miing Rt 04/02, Putat Nutug, Kec. Ciseeng, Kab. Bogor, Jawa Barat ", SPPG Bogor Ciseeng Putat Nutug 
29380,26710.0, NUSA TENGGARA BARAT , LOMBOK TIMUR , MONTONG GADING , JENGGIK UTARA ," Dusun Montong Keles, Desa Jenggik Utara, Kecamatan Montong Gading, Kabupaten Lombok Timur, Nusa Tenggara Barat ", SPPG Lombok Timur Montong Gading Jenggik Utara 
29382,26711.0, JAWA TENGAH , TEMANGGUNG , KLEDUNG , PETARANGAN ," Petarangan Kledung Temanggung, Petarangan, Kledung, Kab. Temanggung, Jawa Tengah ", SPPG Temanggung Kledung Petarangan 
29383,26712.0, JAWA TENGAH , BREBES , BANTARKAWUNG , PANGEBATAN ," JALAN RAYA BANTARKAWUNG RT. 007 RW. 005, PANGEBATAN, BANTARKAWUNG, KAB. BREBES, JAWA TENGAH, ", SPPG Brebes Bantarkawung Pangebatan 
29384,26713.0, BANTEN , SERANG , GUNUNGSARI , TAMIANG ," Kampung Marapit, Desa Tamiang, Kec. Gunung Sari, Kab Serang, Banten ", SPPG Serang Gunungsari Tamiang 2 
29385,26714.0, JAWA TENGAH , PEMALANG , WATUKUMPUL , TLAGASANA ," Desa Tlagasana Rt 3 Rw 1 Kecamatan Watukumpul, Kabupaten Pemalang, Jawa Tengah ", SPPG Pemalang Watukumpul Tlagasana 
29386,26715.0, JAWA TENGAH , KOTA PEKALONGAN , PEKALONGAN UTARA , KANDANG PANJANG ," Jl. Merak Kandang Panjang, Kecamatan Pekalongan Utara, Kota Pekalongan, Jawa Tengah ", SPPG Kota Pekalongan Pekalongan Utara Kandang Panjang 
29387,26716.0, DAERAH ISTIMEWA YOGYAKARTA , BANTUL , BANGUNTAPAN , TAMANAN ," Kauman, Kelurahan Tamanan, Kecamatan Banguntapan, Kabupaten Bantul, Provinsi Daerah Istimewa Yogyakarta ", SPPG Bantul Banguntapan Tamanan 
29388,26717.0, JAWA TENGAH , KOTA SEMARANG , TEMBALANG , BULUSAN ," Jl. Imam Soeparto, Kel. Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah ", SPPG Kota Semarang Tembalang Bulusan 
29389,26718.0, BENGKULU , BENGKULU SELATAN , KOTA MANNA , GUNUNG AYU ," Jl. Dua Jalur Kelurahan Gunung Ayu, Kecamatan Kota Manna, Kabupaten Bengkulu, Selatan Provinsi Bengkulu ", SPPG Bengkulu Selatan Kota Manna Gunung Ayu 
29390,26719.0, DKI JAKARTA , KOTA ADM. JAKARTA SELATAN , JAGAKARSA , CIPEDAK ," Jl. Bhakti 89 No.31, Rt.1/Rw.4, Cipedak, Kecamatan Jagakarsa, Kota Adm. Jakarta Selatan, Dki Jakarta ", SPPG Jaksel Jagakarsa Cipedak 2 
29391,26720.0, JAWA BARAT , GARUT , CIKELET , CIKELET , Jl.Cilauteureun Blok Rancapadu Desa Cikelet Kecamatan Cikelet Kabupaten Garut .44177 , SPPG Garut Cikelet Cikelet 
29393,26721.0, JAWA BARAT , BANDUNG , MARGAHAYU , SUKAMENAK ," Jl. Kopo Permai 50 Ad-6, Rt 003 Rw 12, Kel. Sukamenak, Kec. Margahayu, Kab. Bandung, Jawa Barat ", SPPG Bandung Margahayu Sukamenak 3 
29394,26722.0, JAWA BARAT , KOTA CIMAHI , CIMAHI UTARA , CIBABAT ," Jl. Pesantren Permai V No.153 Kel. Cibabat, Kecamatan Cimahi Utara, Kota Cimahi, Jawa Barat ", SPPG Kota Cimahi Cimahi Utara Cibabat 2 
29395,26723.0, JAWA BARAT , BANDUNG BARAT , CIHAMPELAS , CITAPEN ," Kp. Sukalilah No.84 RT.04/RW.07 Desa Citapen, Kecamatan Cihampelas, Kabupaten Bandung Barat,Jawa Barat ", SPPG Bandung Barat Cihampelas Citapen 
29396,26724.0, NUSA TENGGARA BARAT , LOMBOK TENGAH , PRAYA , MONTONG TEREP ," Jln raya praya-mantang desa montong terep, kecamatan praya kab. Lombok tengah ", SPPG Lombok Tengah Praya Montong Terep 
29397,26725.0, KALIMANTAN TENGAH , GUNUNG MAS , MIHING RAYA , TUMBANG EMPAS ," Jl. Lintas Provinisi (Kuala Kurun-Palangka Raya) Rt 04 Rw 01, Tumbang Empas, Kec. Mihing Raya, Kab. Gunung Mas, Kalimantan Tengah ", SPPG Gunung Mas Mihing Raya Tumbang Empas 
29398,26726.0, JAWA TIMUR , MALANG , GONDANGLEGI , SUKOSARI ," Jl. Kh. Syuhud Zayyadi No. 01, Sukosari, Gondanglegi, Kab. Malang, Jawa Timur ", SPPG Malang Gondanglegi Sukosari 2 
29399,26727.0, JAWA BARAT , KOTA BEKASI , PONDOKGEDE , JATIMAKMUR , Jl. Kemangsari4  No 86B Rt01 Rw11 Jatimakmur Pondok Gede Bekasi , SPPG Kota Bekasi Pondokgede Jatimakmur 2 
29400,26728.0, LAMPUNG , LAMPUNG TIMUR , LABUHAN RATU , LABUHAN RATU VII ," Jl. Lintas pantai timur,labuhan ratu 7, kecamatan labuhan ratu, kabupaten Lampung Timur ", SPPG Lampung Timur Labuhan Ratu Labuhan Ratu VII 
29401,26729.0, SULAWESI UTARA , MINAHASA , LANGOWAN TIMUR , SUMARAYAR ," Jl. Raya Remboken Langowan Jaga I, Desa Sumarayar Kec. Langowan Timur, Kab. Minahasa, Sulawesi Utara ", SPPG Minahasa Langowan Timur Sumarayar 
29402,26730.0, KALIMANTAN BARAT , KETAPANG , KENDAWANGAN , MEKAR UTAMA ," Jl. Pangeran Cakra, Mekar Utama, Kendawangan, Kab. Ketapang, Kalimantan Barat ", SPPG Ketapang Kendawangan Mekar Utama 
29404,26731.0, JAWA TENGAH , DEMAK , MRANGGEN , BRUMBUNG ," Jl. Jagalan No 33 Brumbung, Kec. Mranggen, Kab. Demak, Jawa Tengah ", SPPG Demak Mranggen Brumbung 2 
29405,26732.0, SUMATERA UTARA , NIAS , HILIDUHO , FADORO LAURU ," Fadoro Lauru, Kabupaten Nias, Sumatera Utara, Fadoro Lauru, Hiliduho, Kabupaten Nias, Sumatera Utara ", SPPG Nias Hiliduho Fadoro Lauru 
29406,26733.0, DAERAH ISTIMEWA YOGYAKARTA , KOTA YOGYAKARTA , TEGALREJO , TEGALREJO ," Demakan Baru, Gang Buntu Tr III No.802, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta ", SPPG Kota Yogyakarta Tegalrejo Tegalrejo 
29407,26734.0, GORONTALO , BONE BOLANGO , TILONGKABILA , MOUTONG ," Jl. Prof. Dr. Bj Habibie, Desa Moutong, Kec. Tilongkabila, Kab. Bonebolango, Gorontalo ", SPPG Bone Bolango Tilongkabila Moutong 
29408,26735.0, JAWA TENGAH , KENDAL , ROWOSARI , KARANGSARI ," Desa Karangsari Rt 05 Rw 01 Kec. Rowosari Kab. Kendal, Jawa Tengah ", SPPG Kendal Rowosari Karangsari 
29409,26736.0, RIAU ,  PELALAWAN , BUNUT , PANGKALAN BUNUT ," Jl. Laksamana, Pangkalan Bunut Terap, Kec. Bunut, Kab. Pelalawan, Riau ", SPPG  Pelalawan Bunut Pangkalan Bunut 
29410,26737.0, BALI , BULELENG , BULELENG , KAMPUNG ANYAR , Jl. Merak No. 7B Kelurahan Kampung Anyar Kecamatan Buleleng Kabupaten Buleleng , SPPG Buleleng Buleleng Kampung Anyar 
29411,26738.0, SULAWESI SELATAN , BARRU , BARRU , SUMPANG BINANGAE , Jl. Andi Sarifin Kel. Sumpang Binangae Kecamatan Barru Kabupaten Barru Sulawesi Selatan , SPPG Barru Barru Sumpang Binangae 
29412,26739.0, ACEH , GAYO LUES , PINING , PINING ," Dusun Benteng Kampung Pining Kecamatan Pining, Kabupaten Gayo Lues, Aceh ", SPPG Gayo Lues Pining Pining 
29413,26740.0, JAWA TENGAH , BREBES , BREBES , PAGEJUGAN ," Jl. Desa Krangkeng Rt.04/Rw.04 Pagejugan, Kec. Brebes, Kab. Brebes, Jawa Tengah ", SPPG Brebes Brebes Pagejugan 
29415,26741.0, JAWA BARAT , SUBANG , CIASEM , CIASEM BARU ," Jl. Raya Ciasem Sukamandi Desa Ciasem Baru, Kec. Ciasem, Kab. Subang, Jawa Barat ", SPPG Subang Ciasem Ciasem Baru 
29416,26742.0, JAWA TENGAH , KOTA PEKALONGAN , PEKALONGAN SELATAN , KURIPAN YOSOREJO ," Yosorejo, Kec. Pekalongan Selatan,  Kota Pekalongan Kuripan Yosorejo, Jawa Tengah ", SPPG Kota Pekalongan Pekalongan Selatan Kuripan Yosorejo 2 
29417,26743.0, SUMATERA BARAT , KOTA SOLOK , LUBUK SIKARAH , TANAH GARAM ," Jl. Teneng Rt3/Rw2 Kelurahan Tanah Gara,m Kecamatan Lubuk Sikarah, Kota Solok, Sumatera Barat ", SPPG Kota Solok Lubuk Sikarah Tanah Garam 2 
29418,26744.0, JAWA TIMUR , SIDOARJO , GEDANGAN , GANTING ," Jl. Tunjung Sari No. 274 Gedangan, Ganting, Kec. Gedangan, Kab. Sidoarjo, Jawa Timur ", SPPG Sidoarjo Gedangan Ganting 
29419,26745.0, JAWA BARAT , BANDUNG , CICALENGKA , CIKUYA ," Kampung Rancamidin No.9 Rt.01 Rw.09, Cikuya, Kec. Cicalengka, Kab. Bandung, Jawa Barat ", SPPG Bandung Cicalengka Cikuya 2 
29420,26746.0, JAMBI , TEBO , RIMBO BUJANG , WIROTHO AGUNG ," Jl. Patimura, Kel. Wirotho Agung, Kec. Rimbo Bujang, Kab. Tebo, Jambi ", SPPG Tebo Rimbo Bujang Wirotho Agung 
29421,26747.0, SULAWESI SELATAN , BONE , PONRE , TURU ADAE ," Desa Turu Adae, Kecamatan Ponre, Kabupaten Bone, Sulawesi Selatan ", SPPG Bone Ponre Turu Adae 
29422,26748.0, JAWA TENGAH , PURBALINGGA , KEJOBONG , SOKANEGARA ," Desa Sokanegara, Rt.02 / Rw.04, Kecamatan Kejobong, Kabupaten Purbalingga, Jawa Tengah ", SPPG Purbalingga Kejobong Kejobong 
29423,26749.0, JAWA BARAT , BOGOR , SUKARAJA , PASIRLAJA ," Jl. Sukaraja, Rt.02/Rw.03, Pasirlaja, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat ", SPPG Bogor Sukaraja Pasirlaja 
29424,26750.0, JAWA TENGAH , BREBES , BUMIAYU , KALILANGKAP ," Kalisumur, Kalilangkap, Kabupaten Brebes, Jawa Tengah, KALILANGKAP, BUMIAYU, KAB. BREBES, JAWA TENGAH ", SPPG Brebes Bumiayu Kalilangkap 
29426,26751.0, SUMATERA SELATAN , KOTA PALEMBANG , BUKITKECIL , DUA-PULUH-ENAM ILIR ," Jl. Pangeran Sw Subekti No.143, 26 Ilir, Kec. Bukit Kecil, Kota Palembang, Sumatera Selatan ", SPPG Kota Palembang Bukitkecil Dua-puluh-enam Ilir 2 
29427,26752.0, JAWA BARAT , BOGOR , CIAMPEA , CIBUNTU ," Jl. Cikampak Raya Gunung Salak Indah, Kampung Cibuntu Kebon Jeruk Rt. 03 Rw. 04, Cibuntu, Kecamatan Ciampea, Kabupaten Bogor, Jawa Barat ", SPPG Bogor Ciampea Cibuntu 
29428,26753.0, SULAWESI SELATAN , BONE , KAJUARA , RAJA ," Jl. Poros Sinjai-Watampone, Desa Ancu, Kecamatan Kajuara, Kabupaten Bone, Sulawesi Selatan ", SPPG Bone Kajuara Raja 
29429,26754.0, SUMATERA SELATAN , BANYUASIN , SUAK TAPEH , BIYUKU ," Jl. Trans Pulau Rimau Rt. 04 Desa Biyuku, Kec. Suak Tapeh, Kab. Banyuasin, Sumatera Selatan ", SPPG Banyuasin Suak Tapeh Biyuku 
29430,26755.0, LAMPUNG , LAMPUNG SELATAN , PALAS , BUMI RESTU ," Dusun Mekar Jaya, RT. 019/ RW. 005, Desa Bumi Restu, Kec. Palas, Kab. Lampung Selatan, Lampung.  ", SPPG Lampung Selatan Palas Bumi Restu  
29431,26756.0, JAWA TENGAH , TEMANGGUNG , KALORAN , GANDON ," Jl Temanggung - Kaloran, gandon ", SPPG Temanggung Kaloran Gandon 
29432,26757.0, MALUKU , MALUKU TENGAH , SALAHUTU , SULI ," Jl. Raya Suli, Dusun Latuslamu, Desa Suli, Kec. Salahutu, Kab. Maluku Tengah, Maluku ", SPPG Maluku Tengah Salahutu Suli 2 
29433,26758.0, SUMATERA UTARA , LANGKAT , BESITANG , PEKAN BESITANG ," Desa Halaban, Kec. Besitang, Kab. Langkat, Sumatera Utara ", SPPG Langkat Besitang Pekan Besitang 2 
29434,26759.0, JAWA TENGAH , KENDAL , GEMUH , GEMUHBLANTEN ," Jl. Karangturi No. 35 Rt. 01 Rw. 01 Karangturi, Gemuhblanten, Kec. Gemuh, Kab. Kendal, Jawa Tengah ", SPPG Kendal Gemuh Gemuhblanten 
29435,26760.0, JAWA TENGAH , MAGELANG , SAWANGAN , SAWANGAN ," Dusun Ngaglik Bawah, Rt 01 Rw 07, Desa Sawangan, Kecamatan Sawangan, Kabupaten Magelang, Provinsi Jawa Tengah ", SPPG Magelang Sawangan Sawangan 
29437,26761.0, BANTEN , KOTA SERANG , TAKTAKAN , PANGGUNGJATI ," Jl. Ki Buyut Kijeng Dalem, Panggungjati, Taktakan, Kota Serang, Banten 42162 ", SPPG Kota Serang Taktakan Panggungjati 
29438,26762.0, SULAWESI SELATAN , MAROS , LAU , MACCINI BAJI ," Maccini baji, MACCINI BAJI, LAU, KAB. MAROS, SULAWESI SELATAN ", SPPG Maros Lau Maccini Baji 2 
29439,26763.0, KALIMANTAN BARAT , KOTA SINGKAWANG , SINGKAWANG BARAT , PASIRAN ," Jl. Tani, Pasiran, Kec. Singkawang Barat, Kota Singkawang, Kalimantan Barat ", SPPG Kota Singkawang Singkawang Barat Pasiran 4 
29440,26764.0, MALUKU , KOTA AMBON , SIRIMAU , HATIVE KECIL ," Jl. Kapten Piere Tendean, Hative Kecil, Kec. Sirimau, Kota Ambon, Maluku ", SPPG Kota Ambon Sirimau Hative Kecil 2 
29441,26765.0, JAWA BARAT , KOTA BEKASI , BEKASI UTARA , KALIABANG TENGAH ," Kav. Perwira Gang Mangseng 2 No 50, Kaliabang Tengah, Kec. Bekasi Utara, Kota Bekasi, Jawa Barat ", SPPG Kota Bekasi Bekasi Utara Kaliabang Tengah 11 
29442,26766.0, JAWA TENGAH , GROBOGAN , PURWODADI , KURIPAN ," Plendungan, Kuripan, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah  ", SPPG Grobogan Purwodadi Kuripan 2 
29443,26767.0, JAWA BARAT , SUBANG , CIATER , SANCA ," Kampung Sanca Rt 004 Rw 001, Sanca, Kecamatan Ciater, Kabupaten Subang, Jawa Barat ", SPPG Subang Ciater Sanca 
29444,26768.0, BANTEN , PANDEGLANG , SOBANG , TELUKLADA ," Kampung Sepakat, RT 02 / RW 05, Desa / Kelurahan Teluklada, Kecamatan Sobang, Kabupaten Pandeglang, Banten ", SPPG Pandeglang Sobang Teluklada 
29445,26769.0, JAWA TIMUR , SIDOARJO , CANDI , DURUNGBANJAR ," Jl. Agal Agil Rt 07 Rw 02 Desa Durung Banjar, Kec. Candi, Kab. Sidoarjo, Jawa Timur ", SPPG Sidoarjo Candi Durungbanjar 
29446,26770.0, JAWA TENGAH , BREBES , BANJARHARJO , BANJARLOR ," Malahayu, Kabupaten Brebes, Jawa Tengah ", SPPG Brebes Banjarharjo Banjarlor 
29448,26771.0, RIAU , KOTA PEKANBARU , TUAHMADANI , TUAHKARYA ," Jl. Saiyo, Tuah Karya, Kota Pekanbaru, Riau ", SPPG Kota Pekanbaru Tuahmadani Tuahkarya 4 
29449,26772.0, JAWA BARAT , GARUT , PAKENJENG , JATIWANGI ," Kampung Kadudampit Rt 002 Rw 009 Desa Jatiwangi, Kec. Pakenjeng, Kab. Garut, Jawa Barat ", SPPG Garut Pakenjeng Jatiwangi 
29450,26773.0, ACEH , KOTA BANDA ACEH , MEURAXA , BLANG OI ," Jl. Sultan Iskandar Muda No. 1-3, Desa Lambung, Kec. Meuraxa, Kota Banda Aceh ", SPPG Polda Aceh 
29451,26774.0, BANTEN , TANGERANG , KEMIRI , KEMIRI ," Jl. Raya Kemiri Rt. 008/002 Desa Kemiri Kecamatan Kemiri, Kab. Tangerang, Banten ", SPPG Tangerang Kemiri Kemiri 1 
29452,26775.0, NUSA TENGGARA TIMUR , KAB TIMOR TENGAH SELATAN , MOLLO BARAT , KOA ," Fatuliman RT 16 RW 8, Dusun 2, Desa Koa, Kec. Mollo Barat, Kab. Timor Tengah Selatan, Nusa Tenggara Timur ", SPPG Timor Tengah Selatan Mollo Barat Koa 
29453,26776.0, JAWA TENGAH , TEMANGGUNG , WONOBOYO , WONOBOYO ," Unnamed Road, Area Kebun Sawah, Wonoboyo, Kec. Wonoboyo, Kabupaten Temanggung, Jawa Tengah ", SPPG Temanggung Wonoboyo Wonoboyo 
29454,26777.0, JAWA BARAT , BANDUNG , DAYEUHKOLOT , CANGKUANG WETAN ," Rw 09 Kampung Bojong Citeupus Desa Cangkuang Wetan, Kec. Dayeuhkolot, Kab. Bandung, Jawa Barat ", SPPG Bandung Dayeuhkolot Cangkuang Wetan 
29455,26778.0, SUMATERA UTARA , TAPANULI TENGAH , PANDAN , SIBULUAN NAULI ," Jl. A. R. Surbakti Sibuluan Nauli, Kecamatan Pandan, Kabupaten Tapanuli Tengah, Sumatera Utara ", SPPG Tapanuli Tengah Pandan Sibuluan Nauli 2 
29456,26779.0, NUSA TENGGARA BARAT , LOMBOK UTARA , KAYANGAN , KAYANGAN ," Jl.Pendidikan, dusun Cempogok, kec. kayangan ", SPPG Lombok Utara Kayangan Kayangan 1 
29457,26780.0, JAWA TIMUR , MAGETAN , MAOSPATI , MAOSPATI ," Jl. Marsma Tni Anumerta R. Iswahyudi, Kel. Maospati, Kec. Maospati, Kab. Magetan, Jawa Timur ", SPPG Magetan Maospati Maospati 
29459,26781.0, JAWA TIMUR , GRESIK , DUDUKSAMPEYAN , SUMENGKO , Jalan Raya Jatirembe Benjeng , SPPG Gresik Duduksampeyan Sumengko 
29460,26782.0, LAMPUNG , PRINGSEWU , PAGELARAN , PASIR UKIR ," Jl. Ra. Kartini, Desa Pasir Ukir, Kecamatan Pagelaran, Kabupaten Pringsewu, Provinsi Lampung ", SPPG Pringsewu Pagelaran Pasir Ukir 
29461,26783.0, JAWA BARAT , CIANJUR , CIBEBER , CIBOKOR ," Kampung Baru Rt 01 Rw 011. Desa Cibokor, Kecamatan Cibeber, Kabupaten Cianjur, Jawa Barat ", SPPG Cianjur Cibeber Cibokor 
